"Week_Number" "month" "day" "year" "ARRefillVol1" "ARRefillVol2" "BRRunoffAprJuly" "BRRefillCurve" "DallesJanJul" "DallesRunoffAprAug" "DallesRunoffAprSep" "ModDallesRunoffAprSep" "DARunoffJanApr" "DURefillVol" "DURefillVol1" "DURunoffAprAug" "DWRefillVol1" "DWRefillVol2" "DWRunoffAprJuly" "DWSumRunoffMarJun" "GCRefillVol1" "GCRefillVol2" "GCRunoffJanApr" "HHInQAprAug" "HHRefillVol" "HHRefillVol1" "HHSumAprAug" "HHSumAprJul" "HHSumMaySept" "LBRefillVol2" "LBRefillVol1" "LBSumAprAug" "LBSumMayAug" "MIRefillVol1" "MIRefillVol2" "MISumRunoffAprilAug" "MISumRunoffMayAug" "PriVICMI" "PriVICREV" "PriVICAR" "PriVICDU" "PriVICLB" "PriVICBONF" "PriVICCL" "PriVICCOL" "PriVICHH" "PriVICKE" "PriVICNOX" "PriVICCB" "PriVICAF" "PriVICBD" "PriVICGC" "PriVICCJ" "PriVICWE" "PriVICRR" "PriVICRI" "PriVICWA" "PriVICPR" "PriVICPAL" "PriVICMIL" "PriVICBR" "PriVICOX" "PriVICHC" "PriVICDW" "PriVICLG" "PriVICLIG" "PriVICLM" "PriVICIH" "PriVICMCN" "PriVICJD" "PriVICDA" "PriVICBON" "DemVICAF" "DemVICAR" "DemVICBONF" "DemVICBON" "DemVICBD" "DemVICBR" "DemVICCB" "DemVICCJ" "DemVICCOL" "DemVICCL" "DemVICDA" "DemVICDU" "DemVICDW" "DemVICKE" "DemVICHH" "DemVICGC" "DemVICHC" "DemVICIH" "DemVICJD" "DemVICLB" "DemVICLIG" "DemVICLG" "DemVICLM" "DemVICMCN" "DemVICMI" "DemVICMIL" "DemVICNOX" "DemVICOX" "DemVICPAL" "DemVICPR" "DemVICREV" "DemVICRI" "DemVICRR" "DemVICWA" "DemVICWE" "RetVICWA" "RetVICPR" "RetVICMCN" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CurtVICCJ" "CurtVICDA" "CurtVICJD" "CurtVICMCN" "CurtVICPR" "CurtVICRR" "CurtVICRI" "CurtVICWA" "CurtVICWE"
35 3 30 2014 3250000 227340 0 0 0 0 0 0 0 227340 509000 0 2046999.256 1452200 0 0 3921842 3921900 0 0 1445664.30841168 2338194.746 0 0 0 900295.5 3490000 0 0 14940700.97 13406486.9634382 0 0 60690.2587714286 81810.2625428571 154518.3747 9348.10084285714 59198.6882571429 122751.0963 197789.787385714 59960.3412857143 28760.3357142857 99258.8607 214905.162342857 224281.031785714 311666.832514286 323718.404914286 913575.039171429 916585.9488 952040.500585714 970821.991542857 1010830.59372857 1010423.98208571 1026543.65438571 63488.3424912736 58023.5243906543 201669.4575 201669.4575 212806.649571429 154314.077142857 875369.412514286 881944.6203 921655.701771429 949017.690128571 2241642.05318571 2264096.93322857 2368044.72038571 2453314.1571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 139411.648560863 411596.446138718 1064397.24330171 0 0 0 0 0 0 0 0 0 0 0 50.8557184011115 154.799994472717 0 0 0 0 0
36 4 6 2014 3330000 227340 0 0 0 0 0 0 0 227340 518250 0 2172552.274 1541598.21188737 0 0 3921842 3921900 0 0 1502175.40655309 2385153.1615 0 0 0 900295.5 3482500 0 0 14968841.53 13310141.0172421 0 0 77206.6253571429 113821.507928571 216692.2701 9090.24955714286 99354.0673285714 202298.217942857 283156.4142 136383.495428571 58524.3079714286 175582.841271429 321490.9665 334072.125771429 420006.025414286 395157.095357143 1161677.56281429 1155840.2064 1195339.05642857 1222133.77195714 1275707.33524286 1271470.64027143 1287695.43655714 28438.8290994083 91040.5801132081 201070.449128571 201070.449128571 212511.112328571 191801.687142857 949388.599285714 941091.7383 975223.314642857 1011689.43685714 2440957.1301 2413113.15818571 2501365.73592857 2563630.87101429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 177030.684890871 659439.477171984 1358710.76370023 0 0 0 0 0 0 0 0 0 0 0 55.0532954525912 78.8868635325318 34.2087199396291 0 0 0 0
37 4 13 2014 3410000 227340 0 0 0 0 0 0 0 227340 527500 0 2298105.292 1676276.11043885 0 0 3921842 3921900 0 0 1566025.34898021 2432111.577 0 0 0 900295.5 3475000 0 0 14996982.09 13211857.2194602 0 0 75268.7737714286 128566.634528571 267342.1965 17599.3419857143 107504.151428571 221609.295771429 327441.380785714 159244.987114286 65863.1522571429 216317.394 423350.158242857 438509.830371429 541408.361142857 562895.307128571 1466792.9892 1473598.27967143 1536125.23298571 1571768.21455714 1634791.03572857 1634162.27528571 1665681.61975714 90778.5076733746 80586.9065413956 196649.291314286 196649.291314286 209581.525028571 162446.31 980939.6793 984379.018757143 1012308.27994286 1046418.0381 2906247.7917 2884965.14327143 2968217.38954286 3035145.66595714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 177030.684890871 659439.477171984 1358710.76370023 0 0 0 0 0 0 0 0 0 0 0.0239022501275215 299.747312719903 417.213929183599 11.3323954049453 5.44540571144863 29.3167672227339 0 18.1458428374524
38 4 20 2014 3490000 227340 0 0 0 0 0 0 0 227340 536750 0 2423658.31 1828606.90470462 0 0 3921842 3921900 0 0 1654000.25439305 2479069.9925 0 0 0 900295.5 3467500 0 0 15025122.65 13138039.5417499 0 0 99734.8938428571 171363.997542857 343834.772142857 25007.6077714286 131627.130942857 257583.517071429 395545.855757143 214480.699457143 89988.1152428571 270904.511185714 496205.047285714 510257.942357143 636587.221114286 633794.493342857 1769393.37381429 1773663.7878 1850247.60312857 1887630.08914286 1948935.22405714 1946513.40544286 1997617.5468 101906.984025568 203576.485475959 172060.196014286 172060.196014286 183643.669157143 180099.205714286 1079899.03581429 1073714.5719 1101941.3538 1135848.79787143 3251357.93597143 3204200.90275714 3276704.71735714 3340612.16678571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 177030.684890871 659439.477171984 1358710.76370023 0 0 0 0 0 0 0 0 0 0 0 412.381522344208 418.141677385294 32.1011868410071 0 0 0 0
39 4 27 2014 3570000 227340 0 0 0 0 0 0 0 227340 546000 0 2549211.328 1982722.8232561 0 0 3921842 3921900 0 0 1773563.92577732 2526028.408 0 0 0 900295.5 3460000 0 0 15053263.21 13112275.4263395 0 0 147788.456142857 263543.848714286 471012.976671429 47603.3142857143 173163.006128571 309675.4272 495106.204114286 277154.429657143 121576.881214286 307279.393714286 530166.045085714 551887.0407 672987.888771429 675852.021514286 2038159.7028 2029083.33754286 2116584.17961429 2149380.87968571 2211743.20487143 2205025.18714286 2250914.78211429 121169.178005656 204112.553457273 212453.591657143 212453.591657143 225106.1559 181884.33 1085555.89632857 1082114.5734 1107701.35482857 1145050.12182857 3517581.45458571 3496604.26075714 3575502.78724286 3626103.12685714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 177030.684890871 659439.477171984 1358710.76370023 0 0 0 0 0 0 0 0 0 0 0 50.7992561326811 176.341400178058 13.2126558181349 0 33.8029207176911 0 0
40 5 4 2014 4084000 227340 0 0 0 0 0 0 0 227340 609000 0 2696225.3832 2177698.44178763 0 0 3921842 3921900 0 0 1917683.06772304 2669511.9044 0 0 0 900295.5 3640000 0 0 15374447.418 13135492.9021683 0 0 162059.533071429 289614.597171429 560848.364614286 63453.2344714286 273022.858671429 499569.014828571 829761.470485714 375609.984428571 160016.5575 462015.950271429 880343.958857143 919057.3542 1053100.35334286 1035903.65605714 3026583.0198 3030871.28502857 3249951.65472857 3333822.74408571 3439660.77951429 3438500.44872857 3495287.23572857 115574.501189075 199176.843405901 234226.157528571 234226.157528571 247124.672228571 250512.441428571 1564322.26281429 1560839.28698571 1580600.61282857 1617634.00787143 5255019.12021429 5204192.66485714 5275700.7768 5293944.747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132773.058784433 414251.900095802 1009075.12043611 0 0 0 0 0 0 0 0 0 0 9.93443725965468 368.274852926666 642.054548967048 83.3003182447693 20.7617969384151 300.533688441675 0 0
41 5 11 2014 4598000 227340 0 0 0 0 0 0 0 227340 672000 0 2843239.4384 2362558.35603345 0 0 3921842 3921900 0 0 2068942.70681162 2812995.4008 0 0 0 900295.5 3820000 0 0 15695631.626 13297152.7167686 0 0 300501.871842857 516099.265714286 891552.5559 83357.3702571429 312743.8575 499265.5437 901559.169257143 404102.5515 167157.054642857 437272.1442 753598.1511 786248.074285714 922518.511842857 902937.6819 3175045.85622857 3148001.2233 3369253.49421429 3443294.49917143 3554311.3785 3538072.69791429 3579753.36651429 462869.77766206 641574.932771396 249239.052771429 249239.052771429 263117.402357143 240396.737142857 1429928.18922857 1422075.62584286 1437794.63691429 1475829.68502857 5043799.24778571 4974417.41721429 5045328.50425714 5061398.58977143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132773.058784433 414251.900095802 1009075.12043611 0 0 0 0 0 0 0 0 0 0 9.93443725965468 1191.25374434582 969.516084714573 103.529950724295 37.8882301254883 183.49604103392 2.89504827942058 58.140444098316
42 5 18 2014 5112000 227340 0 0 0 0 0 0 0 227340 735000 0 2990253.4936 2613864.56313641 0 0 3921842 3921900 0 0 2343810.30185735 2956478.8972 0 0 0 1281991.87724322 4e+06 0 0 16016815.834 13825110.1174402 0 0 666799.457914286 1064499.36364286 1660248.89151429 161641.0206 659292.018557143 891056.688042857 1610794.99838571 737944.594585714 290765.0106 803599.482342857 1303394.61291429 1345035.61208571 1503491.17757143 1446208.52271429 5389575.83845714 5358869.71727143 5638469.7672 5734215.9 5875224.8508 5853902.53294286 5899589.81382857 151114.32744264 280040.425225782 244685.002371429 244685.002371429 260776.906071429 306843.03 2068044.66681429 2056560.36724286 2070389.13004286 2140802.36575714 7993667.54314286 7879548.5145 7946337.94791429 7947377.28694286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132773.058784433 414251.900095802 1009075.12043611 0 0 0 0 0 0 0 0 0 0.955403240710956 32.9354874980099 1576.53046623464 1722.28243296195 120.131090031861 72.3352115556693 445.020075713849 1.13207884665226 171.112107519064
43 5 25 2014 5626000 227340 0 0 0 0 0 0 0 250170.275344883 798000 0 3137267.5488 2851683.16452509 0 0 3921842 3921900 0 0 2639694.76016021 3099962.3936 0 0 0 2047211.09326175 4180000 0 0 16338000.042 14374661.5715548 0 0 688393.511357143 1047136.05475714 1556003.58364286 128602.337014286 751348.8945 1025089.76982857 1668732.19881429 832746.594985714 311781.873857143 986279.184385714 1676723.6052 1718301.13328571 1877583.80635714 1886487.6096 5867709.47755714 5899702.8717 6263850.37474286 6405472.21821429 6552899.68255714 6568458.03244286 6666171.7689 322079.609853228 499364.251589557 232195.082785714 232195.082785714 249441.366857143 293355.424285714 2238615.27578571 2249264.53388571 2260818.25495714 2336382.56597143 9250006.27988571 9248554.3788 9324140.508 9356072.41452857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132773.058784433 414251.900095802 1009075.12043611 0 0 0 0 0 0 0 0 0 0.701408781330971 42.8699247576646 2404.05101181071 2119.63106196227 126.217676834179 349.908357943495 687.017752795243 4.02712712607284 221.920434988557
44 6 1 2014 6140000 227340 0 0 0 0 0 0 0 378130.014754181 861000 0 3284281.604 3052609.19734234 0 0 3921842 3921900 0 0 2863640.82520626 3243445.89 0 0 0 2699293.09899457 4360000 0 0 16659184.25 14918453.0246408 0 0 682633.510328571 1019787.9507 1509554.64972857 134901.842271429 638211.684214286 809811.714857143 1410139.09478571 666974.0034 259281.368614286 779248.403614286 1344208.5045 1379105.70081429 1524874.98304286 1528683.24818571 4985316.59271429 5033520.89884286 5314082.93241429 5441046.92202857 5582125.29432857 5586736.8654 5644737.53691429 394279.091084135 665191.918446842 223334.915914286 223334.915914286 232230.785271429 256462.855714286 1828260.82234286 1833503.13732857 1840385.78318571 1892398.35445714 7737883.03465714 7640615.57927143 7709118.732 7740735.26657143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132773.058784433 414251.900095802 1009075.12043611 0 0 0 0 0 0 0 0 0 29.8440391652892 21.6742380377426 3290.07868897278 2735.54054720064 158.834629873569 391.758904549608 671.500816689042 4.02712712607284 782.670258222473
45 6 8 2014 6380000 227340 0 0 0 0 0 0 0 503106.613134909 920750 0 3326182.1965 3199584.80730244 0 0 4211576 3921900 0 0 3052451.67736659 3325759.48 0 0 0 3249073.59885597 4630000 0 0 17222045.045 15450339.6822125 0 0 670728.714814286 988226.953328571 1447567.20064286 131918.701242857 535910.178342857 664687.060842857 1188831.28667143 562318.116942857 224146.155728571 668495.325985714 1096796.22891429 1123924.16764286 1229776.08737143 1252568.15755714 4304904.57038571 4308740.60412857 4529641.8006 4643165.78781429 4767462.00835714 4772543.66215714 4799612.09674286 417456.494755799 654774.988189243 151979.531271429 151979.531271429 159231.102814286 202512.432857143 1447904.39078571 1454743.40027143 1459618.77304286 1491247.20844286 6496140.66415714 6412594.86411429 6483773.7198 6521160.17275714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179243.63838224 473557.158780755 1234789.24818359 0 0 0 0 0 0 0 0 0 124.635175567077 42.8699247576646 3999.48217112603 3604.39711200579 160.275332151147 524.591608742683 1019.32590593517 4.02712712607284 1846.11135690295
46 6 15 2014 6620000 430271.161451316 0 0 0 0 0 0 0 638756.271272779 980500 0 3368082.789 3309271.1544054 0 0 4501310 3921900 0 0 3235278.39622692 3408073.07 0 0 0 3832955.92298879 4900000 0 0 17784905.84 16114327.5203984 0 0 802829.895428571 1152404.83388571 1632607.23368571 142591.761 570012.002614286 677299.955657143 1209715.25734286 619686.061071429 218162.022428571 708878.804271429 1017179.68577143 1034977.3749 1118180.03438571 1085042.17722857 4294463.57678571 4293574.98158571 4492281.13277143 4568603.12987143 4655330.41808571 4652343.31011429 4666667.94077143 270609.44432731 350877.956265349 132908.453485714 132908.453485714 135750.768042857 165223.17 1060514.56954286 1066877.54588571 1071570.43928571 1097038.21242857 5915794.7754 5788285.33114286 5854073.11148571 5874231.13161429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179243.63838224 473557.158780755 1234789.24818359 0 0 0 0 0 0 0 0 0 157.704117840134 31.369399638487 3629.2535010735 2966.68245975755 160.07884828265 652.287071859832 902.637981387613 3.14564240968868 1471.21006407666
47 6 22 2014 6860000 1862932.3820761 0 0 0 0 0 0 0 795514.032353506 1040250 0 3409983.3815 3401106.25865122 0 0 4791044 3921900 0 0 3404504.45150153 3490386.66 0 0 0 4399347.99606447 5170000 0 0 18347766.635 16852689.5867416 0 0 877204.123585714 1225132.78075714 1696461.12938571 163699.863942857 552521.751557143 654156.811028571 1201979.71877143 576854.979042857 204561.358842857 693409.7106 1054302.33702857 1072568.12541429 1154507.3136 1162250.78605714 4375246.40112857 4346400.77614286 4519182.95575714 4617751.5684 4713967.78392857 4717877.20611429 4770379.69482857 235293.145965267 299233.18216226 137767.958485714 137767.958485714 143059.860257143 147371.927142857 1000096.04635714 999203.484214286 1002924.47661429 1038242.16887143 5943265.85468571 5817652.60911429 5882734.27362857 5904600.06265714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179243.63838224 473557.158780755 1234789.24818359 0 0 0 0 0 0 0 0 0 109.396204224937 21.4349623788323 2650.29978026262 1974.2564461961 148.093547307125 407.013822025017 698.699755739166 2.01356356303642 382.449596298936
48 6 29 2014 7100000 3231301.35981516 0 0 0 0 0 0 0 951787.826405662 1100000 0 3451883.974 3454660.36432561 0 0 5080778 3921900 0 0 3535235.29329044 3572700.25 0 0 0 4854616.08235443 5440000 0 0 18910627.43 17590432.809999 0 0 876585.2805 1212317.57185714 1632168.8865 163215.896914286 441397.764771429 521944.556014286 1034652.08558571 446509.170642857 166066.145357143 540521.749414286 860370.401571429 868675.196442857 980277.199842857 1005318.52662857 3929181.52808571 3951269.46591429 4094480.07 4182873.47421429 4271514.81235714 4275945.88752857 4330788.87252857 203628.026452975 236745.315351661 170836.394142857 170836.394142857 173194.741671429 109090.928571429 893742.308357143 901622.640342857 904072.227557143 935464.629857143 5537429.74915714 5385676.33362857 5457045.60257143 5493325.27847143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179243.63838224 473557.158780755 1234789.24818359 0 0 0 0 0 0 0 0 0 157.823569673597 44.1762493801619 3294.61665855599 2320.02572160704 144.746985310726 698.607715796 874.108900152359 3.14564240968868 1569.819658819
49 7 6 2014 7100000 4445070.64052566 0 0 0 0 0 0 0 1105619.96712925 1175000 0 3455900.4805 3467950 0 0 6087433.5 4329516.85116155 0 0 3609869.59613648 3591295.1875 0 0 0 5222934.73163011 5545000 0 0 18932991.12 18277797.8424421 0 0 826207.089685714 1132960.86347143 1477569.18947143 160774.243585714 354448.327757143 417588.173742857 847910.234057143 311849.311885714 109969.606414286 389793.788614286 630400.773728571 635083.749771429 710360.457428571 752334.6798 3238322.56174286 3264462.7317 3374408.53645714 3460600.28738571 3540827.73972857 3549836.66695714 3577420.80411429 213458.024312638 309318.354806214 183193.421142857 183193.421142857 184716.7272 68826.4585714286 668187.887914286 676028.550471429 677692.683 702087.3981 4578139.6605 4436214.3459 4507875.18514286 4557172.38402857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185882.228158671 398319.086120739 1254705.197978 0 0 0 0 0 0 0 0 0 204.880484403542 43.9369737212517 3192.30508263506 3257.57834049319 168.828205580986 591.836766824217 1032.24026332608 4.02712712607284 1717.59215207218
50 7 13 2014 7100000 5597868.00952187 0 0 0 0 0 0 0 1249298.71760997 1250000 0 3459916.987 3467950 0 0 7094089 6407591.26569818 0 0 3640480.75062538 3609890.125 0 0 0 5500251.71176293 5650000 0 0 18955354.81 18997295.112028 0 0 858339.326828571 1139718.55062857 1416597.27775714 150620.853342857 263446.658614286 299053.9377 635305.898571428 207703.177585714 65946.4580571429 264339.220757143 411774.618985714 415124.702228571 451463.882271429 480093.308871429 2564021.61488571 2557829.21708571 2624773.36127143 2692217.34025714 2751945.61538571 2754621.31834286 2760081.81518571 159221.808867353 206445.544965673 144916.389514286 144916.389514286 144525.645642857 41355.3792857143 453707.188457143 458592.478585714 459905.536671429 480115.127057143 3401681.2686 3236307.35477143 3305157.615 3345443.90318571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185882.228158671 398319.086120739 1254705.197978 0 0 0 0 0 0 0 0 0 204.880484403542 19.8688745193094 3486.58337882626 3776.21467301714 146.389822894588 758.634725929791 1002.3893079128 4.02712712607284 1463.75712009698
51 7 20 2014 7100000 6631284.20017522 0 0 0 0 0 0 0 1342091.5085907 1325000 0 3463933.4935 3467950 0 0 8100744.5 8048324.1145348 0 0 3647080 3628485.0625 0 0 0 5700435.45498146 5755000 0 0 18977718.5 19618914.0170283 0 0 760460.962242857 1016421.99968571 1297216.09941429 99734.8938428571 186313.4217 218856.237428571 439791.152914286 141483.000471429 41934.5529428571 183252.925285714 274718.726742857 277047.3222 308092.617 326941.545985714 2126680.04918571 2124563.68517143 2181406.00937143 2236225.19271429 2279661.23352857 2285002.72208571 2300267.5182 143779.576409851 184653.60240822 146179.860814286 146179.860814286 145049.2821 27768.6 366174.610842857 368630.148471429 370020.561942857 390448.334185714 2888358.86288571 2711357.83954286 2778387.273 2813445.1305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185882.228158671 398319.086120739 1254705.197978 0 0 0 0 0 0 0 0 0 220.016291154249 20.1081501782196 3350.53475965414 3208.3683411256 153.306815838829 778.136565843868 984.881064459659 4.02712712607284 1902.76644193286
52 7 27 2014 7100000 7327300 0 0 0 0 0 0 0 1423400 1400000 0 3467950 3467950 0 0 9107400 9107400 0 0 3647080 3647080 0 0 0 5855162 5860000 0 0 19000082.19 20075520 0 0 595448.040214286 776356.502271429 959815.708585714 88250.5942714286 140856.2235 164255.235942857 353888.988814286 97180.1826428571 27463.1454 124095.889928571 203559.705771429 204164.664557143 224245.3293 237996.736714286 1545023.08581429 1530672.67002857 1571423.09052857 1606978.79935714 1634398.30838571 1636379.79634286 1660780.46185714 114628.223620133 149796.802014386 136288.2888 136288.2888 133965.643757143 24198.3514285714 303048.649157143 304230.798128571 305311.790057143 321245.016042857 2140941.20875714 1969827.12861429 2038171.60362857 2081042.35508571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185882.228158671 398319.086120739 1254705.197978 0 0 0 0 0 0 0 0 0 164.030849570343 6.28378704138237 1887.46202118611 1480.92988873582 158.232335269876 446.86389711153 692.688814864575 3.14564240968868 1203.45945913271
1 8 3 2014 5680000 227340 0 0 0 0 0 0 0 227340 1146600 0 3128024.6252 1903576.27960872 0 0 8070288.4 3921900 0 0 1837151.94344429 3494155.234 0 0 0 900295.5 5466000 0 0 17734446.226 14283238.6536903 0 0 539859.269957143 694585.909157143 855262.962642857 78650.5925571429 123237.0468 142802.008971429 297072.449742857 83127.2875714286 24398.6820428571 101242.332128571 166006.641214286 162642.673671429 180234.081771429 187834.744285714 1350248.175 1344256.10781429 1374980.08024286 1402958.92821429 1425320.5851 1427355.62678571 1443945.38181429 96613.8873786538 124990.445466196 102708.117514286 102708.117514286 99617.8690285714 17652.8957142857 243205.332685714 243576.241842857 244421.200671429 257361.368271429 1810147.76125714 1637930.871 1702724.93215714 1760806.926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187652.590951765 451428.345727536 1106442.00614934 0 0 0 0 0 0 0 0 0 220.080568610189 38.9595113023668 1727.45622477093 1242.45097694147 140.509279103491 745.977936690773 1079.47107729743 3.14564240968868 1727.53404907055
2 8 10 2014 4260000 227340 0 0 0 0 0 0 0 227340 893200 0 2788099.2504 1868469.21242597 0 0 7033176.8 3921900 0 0 1822276.14766176 3341230.468 0 0 0 900295.5 5072000 0 0 16468810.262 14670252.5581192 0 0 525855.961671429 670819.9545 823884.444642857 76976.5426714286 105322.332857143 122138.203628571 279508.810242857 66924.3094714286 20459.5077857143 79414.2290571429 137607.2973 133916.056971429 155898.870814286 159873.747557143 1210399.55498571 1198322.19745714 1231825.01335714 1260279.89447143 1279051.46807143 1277458.74051429 1292273.28861429 113799.231436489 176759.24717706 125214.567814286 125214.567814286 123316.385657143 20429.7557142857 265309.138285714 263944.509942857 264952.113428571 277894.2645 1654889.55171429 1467034.97271429 1528949.03335714 1580481.60454286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187652.590951765 451428.345727536 1106442.00614934 0 0 0 0 0 0 0 0 0 197.775076311702 18.8513611241471 1450.61032606086 941.423873857871 203.685379401252 735.899367822816 873.7961510303 4.02712712607284 1668.85736192022
3 8 17 2014 2840000 227340 0 0 0 0 0 0 0 227340 639800 0 2448173.8756 1836932.39381464 0 0 5996065.2 3921900 0 0 1801920.02032209 3188305.702 0 0 0 900295.5 4678000 0 0 15203174.298 15002461.1635052 0 0 471050.662628571 600448.371685714 748433.1915 67987.4501571429 111161.672742857 127858.535228571 265094.923371429 60971.9117142857 14979.1762285714 74975.22 137026.140171429 133390.437042857 156291.598157143 162017.880171429 1198659.3876 1197229.3047 1235167.16271429 1262961.54784286 1283093.78284286 1286112.62635714 1303358.91042857 87178.7005959214 161398.100352038 115604.648742857 115604.648742857 114200.350971429 24000.0042857143 253019.549314286 254461.533042857 255310.458814286 269428.808442857 1785046.93032857 1615220.12314286 1682791.0443 1736981.4672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187652.590951765 451428.345727536 1106442.00614934 0 0 0 0 0 0 0 0 0 102.440242201771 19.9885123487645 983.405774039453 465.89490098318 102.123073492347 281.590874281672 485.259251873292 1.13207884665226 973.277125764552
4 8 24 2014 1420000 227340 0 0 0 0 0 0 0 227340 386400 0 2108248.5008 1801825.32663189 0 0 4958953.6 3921900 0 0 1779582.40502528 3035380.936 0 0 0 900295.5 4284000 0 0 13937538.334 15243721.6534768 0 0 380102.547214286 492013.972157143 593490.353914286 54823.1502857143 92782.8264857143 111482.995114286 217267.476814286 50550.7528285714 12997.6882714286 62279.0193857143 130252.585242857 126362.997771429 145527.298714286 151755.399 952173.393171429 934157.522185714 958718.848885714 974533.066585714 987082.490314286 986870.258871429 994462.9875 123015.635565144 152500.4762897 114525.640285714 114525.640285714 111859.854685714 20429.7557142857 239105.497242857 239557.728728571 240402.687557143 251047.978714286 1472003.56864286 1292245.52001429 1353306.68794286 1400088.84505714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187652.590951765 451428.345727536 1106442.00614934 0 0 0 0 0 0 0 0 0 108.581281851311 0.119637829455135 996.856866948214 611.918322558158 114.418326765984 178.06162134282 322.095849698763 1.13207884665226 508.778434409655
5 8 31 2014 0 227340 0 0 0 0 0 0 0 227340 133000 0 1768323.126 1766519.91230628 0 0 3921842 3921900 0 0 1758294.04611418 2882456.17 0 0 0 900295.5 3890000 0 0 12671902.37 15391156.0109914 0 0 286276.414757143 384888.663771429 474456.283071429 43598.6854714286 95664.8104714286 109576.879071429 207919.375971429 47932.5705428571 14046.9446571429 53375.2161428571 114571.260128571 111534.565371429 137402.999742857 144545.480357143 831844.115485714 831544.6113 852983.953971429 867255.0309 880512.553928571 882325.446814286 857587.591157143 117296.278151909 248042.774738894 115166.301557143 115166.301557143 116431.756328571 20231.4085714286 227434.751357143 228485.991214286 229561.032728571 225996.734571429 1205327.81854286 1158991.9425 1222002.86284286 1263110.3082 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187652.590951765 451428.345727536 1106442.00614934 0 0 0 0 0 0 0 0 0 211.746462488125 19.9885123487645 1163.95450308968 923.825389300443 141.139538133972 505.095209542766 781.99686803113 2.89504827942058 1210.65694785413
